4.183	9.2134			
4.192	9.3121			
4.2	9.0299			
4.208	8.4105			
4.217	7.5365			
4.225	6.5157			
4.233	5.4637			
4.242	4.4875			
4.25	3.6716			
4.258	3.0698			
4.267	2.7023			
4.275	2.5595			
4.283	2.6078			
4.292	2.7986			
4.3	3.0775			
4.308	3.3912			
4.317	3.6947			
4.325	3.9541			
4.333	4.149			
4.342	4.2709			
4.35	4.3214			
4.358	4.3082			
4.367	4.242			
4.375	4.1334			
4.383	3.9912			
4.392	3.8218			
4.4	3.629			
4.408	3.414			
4.417	3.1762			
4.425	2.9127			
4.433	2.6191			
4.442	2.2896			
4.45	1.9174			
4.458	1.4964			
4.467	1.0223			
4.475	0.49452			
4.483	-0.082797			
4.492	-0.70065			
4.5	-1.346			
4.508	-2.0035			
4.517	-2.6573			
4.525	-3.2935			
4.533	-3.9004			
4.542	-4.4697			
4.55	-4.9958			
4.558	-5.4749			
4.567	-5.9041			
4.575	-6.2803			
4.583	-6.6004			
4.592	-6.861			
4.6	-7.0593			
4.608	-7.1934			
4.617	-7.2625			
4.625	-7.2673			
4.633	-7.2091			
4.642	-7.0894			
4.65	-6.9088			
4.658	-6.6662			
4.667	-6.3574			
4.675	-5.9743			
4.683	-5.5051			
4.692	-4.9362			
4.7	-4.2554			
4.708	-3.4575			
4.717	-2.55			
4.725	-1.5584			
4.733	-0.52746			
4.742	0.48044			
4.75	1.3926			
4.758	2.1361			
4.767	2.65			
4.775	2.8959			
4.783	2.8653			
4.792	2.5825			
4.8	2.1007			
4.808	1.4936			
4.817	0.84355			
4.825	0.22885			
4.833	-0.28767			
4.842	-0.66599			
4.85	-0.89167			
4.858	-0.97397			
4.867	-0.94046			
4.875	-0.83008			
4.883	-0.68613			
4.892	-0.55074			
4.9	-0.46111			
4.908	-0.44765			
4.917	-0.53322			
4.925	-0.73284			
4.933	-1.0533			
4.942	-1.4925			
4.95	-2.038			
4.958	-2.6665			
4.967	-3.3437			
4.975	-4.0257			
4.983	-4.6622			
4.992	-5.202			
5	-5.599			
5.008	-5.8187			
5.017	-5.8441			
5.025	-5.6793			
5.033	-5.3501			
5.042	-4.9017			
5.05	-4.3926			
5.058	-3.8859			
5.067	-3.4384			
5.075	-3.0896			
5.083	-2.8539			
5.092	-2.7163			
5.1	-2.6365			
5.108	-2.558			
5.117	-2.4228			
5.125	-2.1871			
5.133	-1.8324			
5.142	-1.3715			
5.15	-0.84417			
5.158	-0.30733			
5.167	0.18			
5.175	0.57083			
5.183	0.8406			
5.192	0.99106			
5.2	1.0474			
5.208	1.0499			
5.217	1.0433			
5.225	1.0658			
5.233	1.1419			
5.242	1.2793			
5.25	1.47			
5.258	1.6952			
5.267	1.932			
5.275	2.1587			
5.283	2.3585			
5.292	2.5207			
5.3	2.6398			
5.308	2.7125			
5.317	2.7366			
5.325	2.71			
5.333	2.6319			
5.342	2.5053			
5.35	2.3403			
5.358	2.1551			
5.367	1.977			
5.375	1.8394			
5.383	1.7771			
5.392	1.8206			
5.4	1.9896			
5.408	2.2888			
5.417	2.7051			
5.425	3.2087			
5.433	3.7566			
5.442	4.2987			
5.45	4.7845			
5.458	5.1699			
5.467	5.4233			
5.475	5.5284			
5.483	5.4855			
5.492	5.3095			
5.5	5.0269			
5.508	4.6714			
5.517	4.2791			
5.525	3.8853			
5.533	3.5202			
5.542	3.2068			
5.55	2.9594			
5.558	2.7827			
5.567	2.6737			
5.575	2.6241			
5.583	2.6234			
5.592	2.6619			
5.6	2.7325			
5.608	2.8309			
5.617	2.9554			
5.625	3.1048			
5.633	3.2776			
5.642	3.4698			
5.65	3.6746			
5.658	3.8814			
5.667	4.0758			
5.675	4.2407			
5.683	4.3575			
5.692	4.4093			
5.7	4.383			
5.708	4.2727			
5.717	4.0815			
5.725	3.8211			
5.733	3.511			
5.742	3.1742			
5.75	2.8335			
5.758	2.507			
5.767	2.2052			
5.775	1.9297			
5.783	1.6739			
5.792	1.4245			
5.8	1.1643			
5.808	0.87552			
5.817	0.54252			
5.825	0.15393			
5.833	-0.29568			
5.842	-0.80528			
5.85	-1.3676			
5.858	-1.97			
5.867	-2.5961			
5.875	-3.227			
5.883	-3.8429			
5.892	-4.4242			
5.9	-4.9525			
5.908	-5.4118			
5.917	-5.7896			
5.925	-6.079			
5.933	-6.2801			
5.942	-6.4015			
5.95	-6.4597			
5.958	-6.4768			
5.967	-6.4756			
5.975	-6.4734			
5.983	-6.4762			
5.992	-6.4748			
6	-6.4447			
6.008	-6.3501			
6.017	-6.1509			
6.025	-5.8114			
6.033	-5.3077			
6.042	-4.6339			
6.05	-3.8035			
6.058	-2.8489			
6.067	-1.8188			
6.075	-0.77329			
6.083	0.22103			
6.092	1.0977			
6.1	1.7974			
6.108	2.2752			
6.117	2.5069			
6.125	2.4936			
6.133	2.2622			
6.142	1.8612			
6.15	1.3523			
6.158	0.8004			
6.167	0.26185			
6.175	-0.2232			
6.183	-0.6348			
6.192	-0.97169			
6.2	-1.2459			
6.208	-1.4754			
6.217	-1.6778			
6.225	-1.8658			
6.233	-2.0469			
6.242	-2.2243			
6.25	-2.3995			
6.258	-2.5743			
6.267	-2.7511			
6.275	-2.9323			
6.283	-3.1186			
6.292	-3.3067			
6.3	-3.4895			
6.308	-3.6564			
6.317	-3.7957			
6.325	-3.8982			
6.333	-3.9599			
6.342	-3.9842			
6.35	-3.9809			
6.358	-3.9624			
6.367	-3.939			
6.375	-3.9134			
6.383	-3.8778			
6.392	-3.815			
6.4	-3.7031			
6.408	-3.5221			
6.417	-3.2618			
6.425	-2.9252			
6.433	-2.5298			
6.442	-2.103			
6.45	-1.6758			
6.458	-1.276			
6.467	-0.92264			
6.475	-0.62383			
6.483	-0.3776			
6.492	-0.17534			
6.5	-0.0060316			
6.508	0.14016			
6.517	0.27028			
6.525	0.3891			
6.533	0.50117			
6.542	0.61311			
6.55	0.73482			
6.558	0.8787			
6.567	1.057			
6.575	1.2778			
6.583	1.5417			
6.592	1.8387			
6.6	2.1488			
6.608	2.4443			
6.617	2.6945			
6.625	2.8723			
6.633	2.9604			
6.642	2.9563			
6.65	2.874			
6.658	2.7433			
6.667	2.6058			
6.675	2.509			
6.683	2.5001			
6.692	2.6193			
6.7	2.8941			
6.708	3.3345			
6.717	3.9296			
6.725	4.6457			
6.733	5.4274			
6.742	6.2031			
6.75	6.8926			
6.758	7.4193			
6.767	7.7217			
6.775	7.7636			
6.783	7.5405			
6.792	7.0795			
6.8	6.4348			
6.808	5.6773			
6.817	4.8838			
6.825	4.1247			
6.833	3.4559			
6.842	2.9136			
6.85	2.5143			
6.858	2.2584			
6.867	2.1352			
6.875	2.1288			
6.883	2.2224			
6.892	2.3994			
6.9	2.6432			
6.908	2.9354			
6.917	3.2548			
6.925	3.5768			
6.933	3.8755			
6.942	4.1269			
6.95	4.3119			
6.958	4.4192			
6.967	4.4467			
6.975	4.4003			
6.983	4.2918			
6.992	4.1354			
7	3.9443			
7.008	3.7272			
7.017	3.4875			
7.025	3.2225			
7.033	2.9257			
7.042	2.5889			
7.05	2.2051			
7.058	1.7704			
7.067	1.2852			
7.075	0.75373			
7.083	0.18395			
7.092	-0.41414			
7.1	-1.0295			
7.108	-1.6514			
7.117	-2.2699			
7.125	-2.8768			
7.133	-3.4656			
7.142	-4.0307			
7.15	-4.5667			
7.158	-5.0675			
7.167	-5.5256			
7.175	-5.9321			
7.183	-6.278			
7.192	-6.5546			
7.2	-6.7558			
7.208	-6.8786			
7.217	-6.9235			
7.225	-6.8939			
7.233	-6.7959			
7.242	-6.6364			
7.25	-6.4232			
7.258	-6.1637			
7.267	-5.8646			
7.275	-5.5313			
7.283	-5.1669			
7.292	-4.7709			
7.3	-4.3389			
7.308	-3.8626			
7.317	-3.3309			
7.325	-2.7329			
7.333	-2.0622			
7.342	-1.3211			
7.35	-0.52536			
7.358	0.29374			
7.367	1.0898			
7.375	1.8058			
7.383	2.3821			
7.392	2.7658			
7.4	2.9209			
7.408	2.835			
7.417	2.5218			
7.425	2.0186			
7.433	1.38			
7.442	0.66822			
7.45	-0.055416			
7.458	-0.73821			
7.467	-1.3404			
7.475	-1.8367			
7.483	-2.2157			
7.492	-2.4781			
7.5	-2.6344			
7.508	-2.7031			
7.517	-2.7082			
7.525	-2.6773			
7.533	-2.6388			
7.542	-2.6193			
7.55	-2.6409			
7.558	-2.7181			
7.567	-2.8565			
7.575	-3.0525			
7.583	-3.2937			
7.592	-3.5615			
7.6	-3.8339			
7.608	-4.0884			
7.617	-4.3047			
7.625	-4.466			
7.633	-4.5594			
7.642	-4.576			
7.65	-4.5112			
7.658	-4.3641			
7.667	-4.1393			
7.675	-3.8471			
7.683	-3.5033			
7.692	-3.1284			
7.7	-2.7444			
7.708	-2.3712			
7.717	-2.0233			
7.725	-1.7079			
7.733	-1.4247			
7.742	-1.1676			
7.75	-0.92752			
7.758	-0.69536			
7.767	-0.46443			
7.775	-0.2314			
7.783	0.0037339			
7.792	0.23847			
7.8	0.4691			
7.808	0.69189			
7.817	0.9041			
7.825	1.1046			
7.833	1.2941			
7.842	1.4749			
7.85	1.6505			
7.858	1.8235			
7.867	1.9941			
7.875	2.1577			
7.883	2.3031			
7.892	2.4133			
7.9	2.4678			
7.908	2.4492			
7.917	2.3501			
7.925	2.1804			
7.933	1.9719			
7.942	1.7776			
7.95	1.6652			
7.958	1.7063			
7.967	1.9621			
7.975	2.4701			
7.983	3.233			
7.992	4.2141			
8	5.338			
8.008	6.4991			
8.017	7.5754			
8.025	8.4465			
8.033	9.0118			
8.042	9.2075			
8.05	9.0158			
8.058	8.4676			
8.067	7.6347			
8.075	6.6164			
8.083	5.5217			
8.092	4.4528			
8.1	3.4921			
8.108	2.6956			
8.117	2.0918			
8.125	1.6852			
8.133	1.4622			
8.142	1.3983			
8.15	1.4644			
8.158	1.6322			
8.167	1.877			
8.175	2.1785			
8.183	2.5186			
8.192	2.8798			
8.2	3.2425			
8.208	3.5843			
8.217	3.882			
8.225	4.1141			
8.233	4.2643			
8.242	4.3243			
8.25	4.2955			
8.258	4.1882			
8.267	4.0198			
8.275	3.8111			
8.283	3.5824			
8.292	3.35			
8.3	3.1232			
8.308	2.9037			
8.317	2.6861			
8.325	2.4599			
8.333	2.2122			
8.342	1.9301			
8.35	1.603			
8.358	1.2231			
8.367	0.78699			
8.375	0.29523			
8.383	-0.24734			
8.392	-0.83184			
8.4	-1.4459			
8.408	-2.0745			
8.417	-2.7017			
8.425	-3.3118			
8.433	-3.892			
8.442	-4.4329			
8.45	-4.9293			
8.458	-5.3793			
8.467	-5.7822			
8.475	-6.1363			
8.483	-6.4365			
8.492	-6.6736			
8.5	-6.835			
8.508	-6.9074			
8.517	-6.8799			
8.525	-6.7477			
8.533	-6.5144			
8.542	-6.1923			
8.55	-5.8009			
8.558	-5.3633			
8.567	-4.9027			
8.575	-4.4388			
8.583	-3.9855			
8.592	-3.5502			
8.6	-3.1344			
8.608	-2.7351			
8.617	-2.3463			
8.625	-1.9612			
8.633	-1.574			
8.642	-1.1813			
8.65	-0.78385			
8.658	-0.38733			
8.667	-0.0025969			
8.675	0.35509			
8.683	0.66818			
8.692	0.91987			
8.7	1.0976			
8.708	1.196			
8.717	1.2187			
8.725	1.1778			
8.733	1.0922			
8.742	0.9835			
8.75	0.87269			
8.758	0.77648			
8.767	0.7053			
8.775	0.66227			
8.783	0.64343			
8.792	0.63843			
8.8	0.63175			
8.808	0.60429			
8.817	0.53539			
8.825	0.40548			
8.833	0.19917			
8.842	-0.091665			
8.85	-0.46546			
8.858	-0.90996			
8.867	-1.4031			
8.875	-1.916			
8.883	-2.4172			
8.892	-2.8782			
8.9	-3.2773			
8.908	-3.6031			
8.917	-3.855			
8.925	-4.0418			
8.933	-4.1779			
8.942	-4.2793			
8.95	-4.3592			
8.958	-4.425			
8.967	-4.4772			
8.975	-4.5105			
8.983	-4.5164			
8.992	-4.487			
9	-4.4175			
9.008	-4.3075			
9.017	-4.1613			
9.025	-3.9854			
9.033	-3.7867			
9.042	-3.5703			
9.05	-3.3379			
9.058	-3.0888			
9.067	-2.8203			
9.075	-2.53			
9.083	-2.2171			
9.092	-1.8837			
9.1	-1.5342			
9.108	-1.1751			
9.117	-0.81343			
9.125	-0.4561			
9.133	-0.1097			
9.142	0.21941			
9.15	0.5251			
9.158	0.8019			
9.167	1.0463			
9.175	1.2582			
9.183	1.4424			
9.192	1.6083			
9.2	1.768			
9.208	1.9329			
9.217	2.1092			
9.225	2.2942			
9.233	2.4737			
9.242	2.6233			
9.25	2.7117			
9.258	2.7075			
9.267	2.587			
9.275	2.3423			
9.283	1.9881			
9.292	1.5651			
9.3	1.1404			
9.308	0.80203			
9.317	0.64968			
9.325	0.77955			
9.333	1.2669			
9.342	2.148			
9.35	3.4047			
9.358	4.958			
9.367	6.6707			
9.375	8.3643			
9.383	9.8454			
9.392	10.938			
9.4	11.514			
9.408	11.518			
9.417	10.974			
9.425	9.9802			
9.433	8.6861			
9.442	7.2658			
9.45	5.8873			
9.458	4.6874			
9.467	3.7566			
9.475	3.1331			
9.483	2.8079			
9.492	2.7357			
9.5	2.8494			
9.508	3.0755			
9.517	3.347			
9.525	3.6113			
9.533	3.8343			
9.542	3.9983			
9.55	4.0974			
9.558	4.1311			
9.567	4.0991			
9.575	3.9985			
9.583	3.8236			
9.592	3.5691			
9.6	3.2333			
9.608	2.822			
9.617	2.3497			
9.625	1.8383			
9.633	1.3139			
9.642	0.8016			
9.65	0.32082			
9.658	-0.11832			
9.667	-0.51595			
9.675	-0.88119			
9.683	-1.2287			
9.692	-1.5746			
9.7	-1.9322			
9.708	-2.3092			
9.717	-2.707			
9.725	-3.1204			
9.733	-3.5402			
9.742	-3.9548			
9.75	-4.3532			
9.758	-4.726			
9.767	-5.0662			
9.775	-5.369			
9.783	-5.631			
9.792	-5.8496			
9.8	-6.0221			
9.808	-6.146			
9.817	-6.2194			
9.825	-6.241			
9.833	-6.2101			
9.842	-6.1262			
9.85	-5.9877			
9.858	-5.7917			
9.867	-5.5333			
9.875	-5.2069			
9.883	-4.8074			
9.892	-4.3321			
9.9	-3.782			
9.908	-3.1627			
9.917	-2.486			
9.925	-1.7698			
9.933	-1.0397			
9.942	-0.32869			
9.95	0.32469			
9.958	0.87949			
9.967	1.298			
9.975	1.5521			
9.983	1.6295			
9.992	1.537			
10	1.3014			
10.008	0.9663			
10.017	0.58584			
10.025	0.21665			
10.033	-0.090361			
10.042	-0.29711			
10.05	-0.38331			
10.058	-0.34878			
10.067	-0.21305			
10.075	-0.01227			
10.083	0.2061			
10.092	0.3903			
10.1	0.49211			
10.108	0.47428			
10.117	0.31637			
10.125	0.017643			
10.133	-0.40325			
10.142	-0.91202			
10.15	-1.4649			
10.158	-2.0159			
10.167	-2.5236			
10.175	-2.9569			
10.183	-3.2969			
10.192	-3.5381			
10.2	-3.6858			
10.208	-3.754			
10.217	-3.7618			
10.225	-3.7308			
10.233	-3.6836			
10.242	-3.6413			
10.25	-3.6222			
10.258	-3.6391			
10.267	-3.6977			
10.275	-3.7949			
10.283	-3.9183			
10.292	-4.0481			
10.3	-4.1592			
10.308	-4.2249			
10.317	-4.2208			
10.325	-4.1282			
10.333	-3.9369			
10.342	-3.6468			
10.35	-3.2694			
10.358	-2.8265			
10.367	-2.3484			
10.375	-1.8693			
10.383	-1.4218			
10.392	-1.0316			
10.4	-0.71263			
10.408	-0.46578			
10.417	-0.27986			
10.425	-0.13542			
10.433	-0.0097426			
10.442	0.11805			
10.45	0.26317			
10.458	0.43304			
10.467	0.62692			
10.475	0.83702			
10.483	1.0503			
10.492	1.2506			
10.5	1.4208			
10.508	1.5442			
10.517	1.607			
10.525	1.6007			
10.533	1.5253			
10.542	1.3949			
10.55	1.2431			
10.558	1.1276			
10.567	1.1311			
10.575	1.3548			
10.583	1.9024			
10.592	2.8571			
10.6	4.253			
10.608	6.051			
10.617	8.1263			
10.625	10.275			
10.633	12.242			
10.642	13.763			
10.65	14.62			
10.658	14.685			
10.667	13.948			
10.675	12.517			
10.683	10.603			
10.692	8.4656			
10.7	6.3737			
10.708	4.5527			
10.717	3.1545			
10.725	2.2439			
10.733	1.8042			
10.742	1.7559			
10.75	1.9829			
10.758	2.3592			
10.767	2.7705			
10.775	3.1288			
10.783	3.379			
10.792	3.4989			
10.8	3.4935			
10.808	3.3872			
10.817	3.214			
10.825	3.009			
10.833	2.8005			
10.842	2.6059			
10.85	2.4292			
10.858	2.263			
10.867	2.0916			
10.875	1.8959			
10.883	1.6589			
10.892	1.3686			
10.9	1.021			
10.908	0.61988			
10.917	0.17569			
10.925	-0.29732			
10.933	-0.78405			
10.942	-1.2715			
10.95	-1.7506			
10.958	-2.217			
10.967	-2.6701			
10.975	-3.1111			
10.983	-3.5404			
10.992	-3.955			
11	-4.3477			
11.008	-4.7066			
11.017	-5.0173			
11.025	-5.2659			
11.033	-5.4431			
11.042	-5.5471			
11.05	-5.5849			
11.058	-5.5714			
11.067	-5.5264			
11.075	-5.4698			
11.083	-5.4173			
11.092	-5.3776			
11.1	-5.3509			
11.108	-5.33			
11.117	-5.302			
11.125	-5.2507			
11.133	-5.1581			
11.142	-5.0058			
11.15	-4.7757			
11.158	-4.4512			
11.167	-4.0186			
11.175	-3.4705			
11.183	-2.808			
11.192	-2.045			
11.2	-1.2096			
11.208	-0.34501			
11.217	0.49332			
11.225	1.2433			
11.233	1.8445			
11.242	2.2483			
11.25	2.4265			
11.258	2.3768			
11.267	2.1249			
