0	3.525			
0.008	3.8491			
0.017	4.1044			
0.025	4.2577			
0.033	4.2681			
0.042	4.0989			
0.05	3.7334			
0.058	3.1905			
0.067	2.5352			
0.075	1.88			
0.083	1.3742			
0.092	1.1798			
0.1	1.4379			
0.108	2.2316			
0.117	3.5543			
0.125	5.2938			
0.133	7.2381			
0.142	9.1054			
0.15	10.595			
0.158	11.443			
0.167	11.481			
0.175	10.665			
0.183	9.082			
0.192	6.9324			
0.2	4.4837			
0.208	2.0198			
0.217	-0.20743			
0.225	-2.0118			
0.233	-3.2882			
0.242	-4.0097			
0.25	-4.2115			
0.258	-3.9693			
0.267	-3.3771			
0.275	-2.531			
0.283	-1.5193			
0.292	-0.41919			
0.3	0.70167			
0.308	1.7826			
0.317	2.7681			
0.325	3.6091			
0.333	4.2663			
0.342	4.7163			
0.35	4.9555			
0.358	5.0025			
0.367	4.8956			
0.375	4.6867			
0.383	4.4325			
0.392	4.1854			
0.4	3.9862			
0.408	3.8597			
0.417	3.8143			
0.425	3.8441			
0.433	3.9327			
0.442	4.0573			
0.45	4.1921			
0.458	4.3119			
0.467	4.3946			
0.475	4.4236			
0.483	4.39			
0.492	4.2934			
0.5	4.1421			
0.508	3.9513			
0.517	3.7396			
0.525	3.5249			
0.533	3.3204			
0.542	3.1315			
0.55	2.9548			
0.558	2.7794			
0.567	2.589			
0.575	2.3666			
0.583	2.0971			
0.592	1.7706			
0.6	1.3831			
0.608	0.93607			
0.617	0.43491			
0.625	-0.11367			
0.633	-0.70363			
0.642	-1.331			
0.65	-1.9942			
0.658	-2.6925			
0.667	-3.4245			
0.675	-4.1859			
0.683	-4.9672			
0.692	-5.7527			
0.7	-6.5215			
0.708	-7.2482			
0.717	-7.9059			
0.725	-8.4696			
0.733	-8.9192			
0.742	-9.2419			
0.75	-9.4323			
0.758	-9.491			
0.767	-9.4211			
0.775	-9.2239			
0.783	-8.8959			
0.792	-8.4271			
0.8	-7.8024			
0.808	-7.0061			
0.817	-6.0281			
0.825	-4.8715			
0.833	-3.5598			
0.842	-2.1414			
0.85	-0.69095			
0.858	0.69525			
0.867	1.9089			
0.875	2.8447			
0.883	3.4175			
0.892	3.579			
0.9	3.3281			
0.908	2.7143			
0.917	1.8305			
0.925	0.79699			
0.933	-0.25827			
0.942	-1.2208			
0.95	-2.0057			
0.958	-2.5673			
0.967	-2.8997			
0.975	-3.0321			
0.983	-3.018			
0.992	-2.9241			
1	-2.8187			
1.008	-2.7618			
1.017	-2.7982			
1.025	-2.9524			
1.033	-3.2267			
1.042	-3.6023			
1.05	-4.0422			
1.058	-4.4969			
1.067	-4.9114			
1.075	-5.2329			
1.083	-5.4179			
1.092	-5.4383			
1.1	-5.285			
1.108	-4.9683			
1.117	-4.516			
1.125	-3.9687			
1.133	-3.3728			
1.142	-2.7733			
1.15	-2.2065			
1.158	-1.6953			
1.167	-1.2474			
1.175	-0.8576			
1.183	-0.5126			
1.192	-0.19737			
1.2	0.099077			
1.208	0.38049			
1.217	0.64343			
1.225	0.88014			
1.233	1.0827			
1.242	1.247			
1.25	1.3742			
1.258	1.4706			
1.267	1.5454			
1.275	1.6075			
1.283	1.6639			
1.292	1.7184			
1.3	1.7721			
1.308	1.8237			
1.317	1.8697			
1.325	1.9036			
1.333	1.9149			
1.342	1.8886			
1.35	1.8079			
1.358	1.6593			
1.367	1.4408			
1.375	1.1709			
1.383	0.89543			
1.392	0.68873			
1.4	0.64573			
1.408	0.8656			
1.417	1.4285			
1.425	2.3703			
1.433	3.6626			
1.442	5.2035			
1.45	6.8242			
1.458	8.3119			
1.467	9.445			
1.475	10.034			
1.483	9.9571			
1.492	9.1861			
1.5	7.7908			
1.508	5.9268			
1.517	3.8078			
1.525	1.6691			
1.533	-0.26849			
1.542	-1.8273			
1.55	-2.8907			
1.558	-3.409			
1.567	-3.3944			
1.575	-2.9097			
1.583	-2.0538			
1.592	-0.94631			
1.6	0.28689			
1.608	1.5259			
1.617	2.6677			
1.625	3.6344			
1.633	4.3781			
1.642	4.8826			
1.65	5.1604			
1.658	5.2461			
1.667	5.1874			
1.675	5.036			
1.683	4.8395			
1.692	4.6371			
1.7	4.4573			
1.708	4.3189			
1.717	4.2324			
1.725	4.2014			
1.733	4.2229			
1.742	4.2874			
1.75	4.3783			
1.758	4.4735			
1.767	4.5477			
1.775	4.5763			
1.783	4.5397			
1.792	4.4271			
1.8	4.2389			
1.808	3.9865			
1.817	3.6894			
1.825	3.3712			
1.833	3.0546			
1.842	2.7563			
1.85	2.4836			
1.858	2.2328			
1.867	1.9896			
1.875	1.7321			
1.883	1.4336			
1.892	1.0684			
1.9	0.61525			
1.908	0.062163			
1.917	-0.59136			
1.925	-1.3333			
1.933	-2.1406			
1.942	-2.9816			
1.95	-3.8215			
1.958	-4.626			
1.967	-5.3669			
1.975	-6.0244			
1.983	-6.5893			
1.992	-7.0615			
2	-7.4483			
2.008	-7.7606			
2.017	-8.0089			
2.025	-8.2003			
2.033	-8.3364			
2.042	-8.4125			
2.05	-8.419			
2.058	-8.3424			
2.067	-8.1667			
2.075	-7.8753			
2.083	-7.452			
2.092	-6.8824			
2.1	-6.1563			
2.108	-5.2714			
2.117	-4.2369			
2.125	-3.0775			
2.133	-1.8367			
2.142	-0.57644			
2.15	0.62562			
2.158	1.6833			
2.167	2.5121			
2.175	3.0414			
2.183	3.2259			
2.192	3.0543			
2.2	2.5536			
2.208	1.7871			
2.217	0.84676			
2.225	-0.15907			
2.233	-1.12			
2.242	-1.9386			
2.25	-2.542			
2.258	-2.8915			
2.267	-2.985			
2.275	-2.856			
2.283	-2.5673			
2.292	-2.2011			
2.3	-1.847			
2.308	-1.5892			
2.317	-1.4947			
2.325	-1.6051			
2.333	-1.9309			
2.342	-2.451			
2.35	-3.1173			
2.358	-3.8613			
2.367	-4.6049			
2.375	-5.2699			
2.383	-5.7882			
2.392	-6.1081			
2.4	-6.1992			
2.408	-6.0541			
2.417	-5.6878			
2.425	-5.1357			
2.433	-4.4497			
2.442	-3.6922			
2.45	-2.9286			
2.458	-2.2191			
2.467	-1.6098			
2.475	-1.1267			
2.483	-0.77324			
2.492	-0.53179			
2.5	-0.37024			
2.508	-0.25074			
2.517	-0.13892			
2.525	-0.010962			
2.533	0.14312			
2.542	0.32062			
2.55	0.51077			
2.558	0.70105			
2.567	0.88293			
2.575	1.0553			
2.583	1.2243			
2.592	1.4005			
2.6	1.5935			
2.608	1.807			
2.617	2.0353			
2.625	2.2627			
2.633	2.4658			
2.642	2.6181			
2.65	2.6961			
2.658	2.6849			
2.667	2.5837			
2.675	2.4093			
2.683	2.1983			
2.692	2.0055			
2.7	1.8993			
2.708	1.9516			
2.717	2.2249			
2.725	2.7567			
2.733	3.5459			
2.742	4.5442			
2.75	5.6559			
2.758	6.7482			
2.767	7.6696			
2.775	8.2747			
2.783	8.4503			
2.792	8.1362			
2.8	7.3376			
2.808	6.1253			
2.817	4.6225			
2.825	2.9839			
2.833	1.3686			
2.842	-0.084067			
2.85	-1.2721			
2.858	-2.139			
2.867	-2.6713			
2.875	-2.8887			
2.883	-2.8305			
2.892	-2.5435			
2.9	-2.0729			
2.908	-1.4586			
2.917	-0.73592			
2.925	0.061607			
2.933	0.89941			
2.942	1.7403			
2.95	2.5448			
2.958	3.2738			
2.967	3.8914			
2.975	4.3694			
2.983	4.6904			
2.992	4.8509			
3	4.8629			
3.008	4.7536			
3.017	4.5625			
3.025	4.3373			
3.033	4.1276			
3.042	3.9769			
3.05	3.9166			
3.058	3.9595			
3.067	4.098			
3.075	4.3043			
3.083	4.536			
3.092	4.7436			
3.1	4.88			
3.108	4.9102			
3.117	4.8177			
3.125	4.6075			
3.133	4.3037			
3.142	3.9438			
3.15	3.5701			
3.158	3.2204			
3.167	2.9218			
3.175	2.6862			
3.183	2.5105			
3.192	2.3787			
3.2	2.2662			
3.208	2.1436			
3.217	1.9808			
3.225	1.7511			
3.233	1.4335			
3.242	1.016			
3.25	0.49739			
3.258	-0.11283			
3.267	-0.79558			
3.275	-1.5253			
3.283	-2.2738			
3.292	-3.0148			
3.3	-3.7264			
3.308	-4.3941			
3.317	-5.0104			
3.325	-5.5746			
3.333	-6.0903			
3.342	-6.5628			
3.35	-6.9966			
3.358	-7.3921			
3.367	-7.7448			
3.375	-8.0451			
3.383	-8.2796			
3.392	-8.4342			
3.4	-8.4966			
3.408	-8.4583			
3.417	-8.3147			
3.425	-8.0629			
3.433	-7.6983			
3.442	-7.2105			
3.45	-6.5814			
3.458	-5.7875			
3.467	-4.8055			
3.475	-3.6235			
3.483	-2.2528			
3.492	-0.73897			
3.5	0.83396			
3.508	2.3467			
3.517	3.6585			
3.525	4.6295			
3.533	5.1462			
3.542	5.1462			
3.55	4.6339			
3.558	3.6838			
3.567	2.4297			
3.575	1.0415			
3.583	-0.30322			
3.592	-1.4491			
3.6	-2.2854			
3.608	-2.7587			
3.617	-2.874			
3.625	-2.6863			
3.633	-2.2851			
3.642	-1.7762			
3.65	-1.2646			
3.658	-0.83997			
3.667	-0.56802			
3.675	-0.48658			
3.683	-0.60663			
3.692	-0.91671			
3.7	-1.3891			
3.708	-1.9863			
3.717	-2.6668			
3.725	-3.3886			
3.733	-4.1115			
3.742	-4.7976			
3.75	-5.4106			
3.758	-5.9164			
3.767	-6.2834			
3.775	-6.4849			
3.783	-6.5021			
3.792	-6.3278			
3.8	-5.9694			
3.808	-5.4501			
3.817	-4.8077			
3.825	-4.0907			
3.833	-3.3525			
3.842	-2.6435			
3.85	-2.0037			
3.858	-1.4572			
3.867	-1.0101			
3.875	-0.65205			
3.883	-0.36146			
3.892	-0.1127			
3.9	0.11634			
3.908	0.33884			
3.917	0.55696			
3.925	0.76363			
3.933	0.94748			
3.942	1.099			
3.95	1.2161			
3.958	1.3062			
3.967	1.3856			
3.975	1.4749			
3.983	1.5925			
3.992	1.7486			
4	1.9414			
4.008	2.1567			
4.017	2.37			
4.025	2.5513			
4.033	2.6714			
4.042	2.7071			
4.05	2.6464			
4.058	2.4915			
4.067	2.261			
4.075	1.9898			
4.083	1.7278			
4.092	1.5354			
4.1	1.4767			
4.108	1.6112			
4.117	1.9833			
4.125	2.6121			
4.133	3.4839			
4.142	4.5481			
4.15	5.7196			
4.158	6.888			
4.167	7.9317			
4.175	8.7366			
